time_yrs,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,strata
0.0985626283367557,2402,0,1,1,0,1,1,chemo=0
0.10403832991102,2401,1,0,0.999583506872137,0.000416579888228432,1,0.998767698445088,chemo=0
0.123203285420945,2400,1,0,0.999167013744273,0.00058925570213946,1,0.998013721930899,chemo=0
0.134154688569473,2399,0,1,0.999167013744273,0.00058925570213946,1,0.998013721930899,chemo=0
0.136892539356605,2398,1,0,0.99875034693287,0.000721938817991354,1,0.997338140430688,chemo=0
0.175222450376454,2397,2,0,0.997917013310064,0.000932511794670486,0.999742563551161,0.996094796560813,chemo=0
0.177960301163587,2395,0,1,0.997917013310064,0.000932511794670486,0.999742563551161,0.996094796560813,chemo=0
0.202600958247775,2394,1,0,0.997500172452374,0.00102182855393545,0.99949991491479,0.9955044309607,chemo=0
0.205338809034908,2393,1,0,0.997083331594684,0.0011040085549317,0.999243173372745,0.994928158266336,chemo=0
0.20807665982204,2392,1,0,0.996666490736994,0.00118054322982964,0.998975269823985,0.994363047578763,chemo=0
0.210814510609172,2391,2,0,0.995832809021614,0.00132053637019973,0.998413565529405,0.993258723400901,chemo=0
0.213552361396304,2389,1,0,0.995415968163924,0.00138531701505156,0.998122365692192,0.992716909002005,chemo=0
0.216290212183436,2388,1,0,0.994999127306234,0.00144725154252349,0.997825509633893,0.992180750824271,chemo=0
0.238193018480493,2387,0,1,0.994999127306234,0.00144725154252349,0.997825509633893,0.992180750824271,chemo=0
0.254620123203285,2386,2,0,0.994165096185273,0.00156401426496264,0.997217297170025,0.991122237127178,chemo=0
0.262833675564682,2384,1,0,0.993748080624793,0.00161930964851399,0.996907037223858,0.990599133992979,chemo=0
0.265571526351814,2383,1,0,0.993331065064312,0.0016728223602412,0.99659321623439,0.990079591902155,chemo=0
0.268309377138946,2382,1,0,0.992914049503832,0.00172471839460276,0.996276161609988,0.989563283446342,chemo=0
0.276522929500342,2381,2,1,0.992080018382871,0.00182420832484919,0.995633432657707,0.98853928623842,chemo=0
0.281998631074606,2378,1,0,0.991662827458404,0.00187207069713503,0.995308111453837,0.988030894198542,chemo=0
0.287474332648871,2377,1,0,0.991245636533937,0.00191877833375658,0.994980468566407,0.987524823842299,chemo=0
0.290212183436003,2376,1,0,0.99082844560947,0.00196441365237064,0.994650666881773,0.987020912283338,chemo=0
0.295687885010267,2375,1,0,0.990411254685002,0.00200904977391626,0.994318850970236,0.986519014951356,chemo=0
0.301163586584531,2374,0,1,0.990411254685002,0.00200904977391626,0.994318850970236,0.986519014951356,chemo=0
0.31211498973306,2373,1,0,0.98999388795315,0.00205278838239968,0.99398504435441,0.986018757275325,chemo=0
0.317590691307324,2372,1,1,0.989576521221298,0.00209565005472227,0.993649465346721,0.985520271991235,chemo=0
0.320328542094456,2370,1,1,0.98915897838534,0.00213772272533405,0.993312110021445,0.985023211384391,chemo=0
0.328542094455852,2368,1,0,0.98874125922217,0.00217905227103955,0.992973068952893,0.984527484435352,chemo=0
0.331279945242984,2367,1,0,0.988323540059001,0.00221964635949677,0.992632535585332,0.984033249785399,chemo=0
0.344969199178645,2366,0,1,0.988323540059001,0.00221964635949677,0.992632535585332,0.984033249785399,chemo=0
0.347707049965777,2365,0,1,0.988323540059001,0.00221964635949677,0.992632535585332,0.984033249785399,chemo=0
0.350444900752909,2364,1,0,0.987905467495524,0.00225961162747715,0.992290363807935,0.983539947886114,chemo=0
0.353182751540041,2363,3,0,0.986651249805094,0.00237566815631056,0.991256031186699,0.982067859477773,chemo=0
0.355920602327173,2360,1,0,0.986233177241617,0.00241317662168727,0.990908851670348,0.981579565317754,chemo=0
0.364134154688569,2359,1,0,0.98581510467814,0.00245014203207453,0.990560561426778,0.981092381885032,chemo=0
0.366872005475702,2358,1,0,0.985397032114664,0.00248658864560718,0.990211208641538,0.98060626099406,chemo=0
0.375085557837098,2357,1,0,0.984978959551187,0.00252253898821669,0.989860838076615,0.980121157882848,chemo=0
0.388774811772758,2356,1,0,0.98456088698771,0.00255801402180346,0.989509491402058,0.97963703088135,chemo=0
0.402464065708419,2355,1,0,0.984142814424233,0.00259303329199131,0.989157207487381,0.97915384112005,chemo=0
0.413415468856947,2354,2,0,0.98330666929728,0.00266177640999331,0.988449970925517,0.978190130330196,chemo=0
0.416153319644079,2352,1,0,0.982888596733803,0.00269553336726745,0.988095084183947,0.977709543396026,chemo=0
0.421629021218344,2351,1,0,0.982470524170327,0.00272890097350619,0.987739392395247,0.977229761509065,chemo=0
0.424366872005476,2350,1,0,0.98205245160685,0.00276189337607669,0.98738292374708,0.976750756481651,chemo=0
0.438056125941136,2349,1,0,0.981634379043373,0.00279452389930625,0.987025704797239,0.97627250175599,chemo=0
0.440793976728268,2348,0,1,0.981634379043373,0.00279452389930625,0.987025704797239,0.97627250175599,chemo=0
0.4435318275154,2347,1,0,0.981216128349277,0.00282683247284805,0.986667634397923,0.97579474279629,chemo=0
0.446269678302533,2346,1,0,0.980797877655181,0.00285880302458713,0.986308861250168,0.975317686585109,chemo=0
0.454483230663929,2345,1,0,0.980379626961085,0.00289044680517791,0.985949407803385,0.974841310673036,chemo=0
0.457221081451061,2344,2,0,0.979543125572893,0.00295279610159626,0.985228543954768,0.973890515804182,chemo=0
0.459958932238193,2342,2,0,0.978706624184701,0.00301395913615865,0.984505200180148,0.972942200861651,chemo=0
0.462696783025325,2340,1,0,0.978288373490605,0.00304411828644646,0.984142643249371,0.972468928433972,chemo=0
0.468172484599589,2339,1,0,0.977870122796509,0.00307400697824174,0.983779518524331,0.971996223800638,chemo=0
0.470910335386721,2338,1,1,0.977451872102413,0.00310363305760692,0.983415841701327,0.971524071265347,chemo=0
0.473648186173854,2336,1,0,0.977033442362643,0.00313302904562281,0.983051495849209,0.971052230250024,chemo=0
0.479123887748118,2335,1,1,0.976615012622873,0.00316217661472522,0.982686626285122,0.970580912946749,chemo=0
0.48186173853525,2333,1,0,0.97619640353045,0.00319110728215157,0.982321113740752,0.970109880502155,chemo=0
0.484599589322382,2332,4,0,0.974521967160758,0.00330453684178225,0.980854209027562,0.968230605260304,chemo=0
0.490075290896646,2328,1,0,0.974103358068335,0.00333235037763781,0.980486328212587,0.967761941086723,chemo=0
0.49555099247091,2327,1,0,0.973684748975912,0.00335995730082659,0.980118007470383,0.967293716840453,chemo=0
0.498288843258042,2326,1,0,0.973266139883489,0.0033873626932476,0.979749257003496,0.966825922318946,chemo=0
0.509240246406571,2325,3,1,0.97201031260622,0.00346841757791374,0.978640523453864,0.965425020903891,chemo=0
0.517453798767967,2321,2,0,0.971172733706947,0.00352157663759734,0.977899113165082,0.964492620964883,chemo=0
0.53388090349076,2319,1,0,0.970753944257311,0.00354789137774491,0.977527838783636,0.964026990232558,chemo=0
